date,expiry,strike,option_type,open,high,low,close,volume
2024-01-29,2024-02-15,22400,CE,81.2,89.49,74.58,82.86,100000
2024-01-29,2024-02-15,22400,PE,46.9,51.69,43.08,47.86,100000
2024-01-29,2024-02-15,22450,CE,46.9,51.69,43.08,47.86,100000
2024-01-29,2024-02-15,22450,PE,61.6,67.89,56.58,62.86,100000
2024-01-29,2024-02-15,22500,CE,46.9,51.69,43.08,47.86,100000
2024-01-29,2024-02-15,22500,PE,110.6,121.89,101.58,112.86,100000
2024-01-29,2024-02-15,22550,CE,46.9,51.69,43.08,47.86,100000
2024-01-29,2024-02-15,22550,PE,159.6,175.89,146.58,162.86,100000
2024-01-29,2024-02-29,22350,CE,150.72,166.1,138.42,153.8,100000
2024-01-29,2024-02-29,22350,PE,67.42,74.3,61.92,68.8,100000
2024-01-29,2024-02-29,22400,CE,101.72,112.1,93.42,103.8,100000
2024-01-29,2024-02-29,22400,PE,67.42,74.3,61.92,68.8,100000
2024-01-29,2024-02-29,22450,CE,67.42,74.3,61.92,68.8,100000
2024-01-29,2024-02-29,22450,PE,82.12,90.5,75.42,83.8,100000
2024-01-29,2024-02-29,22500,CE,67.42,74.3,61.92,68.8,100000
2024-01-29,2024-02-29,22500,PE,131.12,144.5,120.42,133.8,100000
2024-01-29,2024-02-29,22550,CE,67.42,74.3,61.92,68.8,100000
2024-01-29,2024-02-29,22550,PE,180.12,198.5,165.42,183.8,100000
2024-01-30,2024-02-01,22300,CE,138.58,152.72,127.26,141.4,100000
2024-01-30,2024-02-01,22300,PE,24.9,27.44,22.86,25.4,100000
2024-01-30,2024-02-01,22350,CE,89.58,98.72,82.26,91.4,100000
2024-01-30,2024-02-01,22350,PE,24.9,27.44,22.86,25.4,100000
2024-01-30,2024-02-01,22400,CE,40.58,44.72,37.26,41.4,100000
2024-01-30,2024-02-01,22400,PE,24.9,27.44,22.86,25.4,100000
2024-01-30,2024-02-01,22450,CE,24.9,27.44,22.86,25.4,100000
2024-01-30,2024-02-01,22450,PE,58.22,64.16,53.46,59.4,100000
2024-01-30,2024-02-01,22500,CE,24.9,27.44,22.86,25.4,100000
2024-01-30,2024-02-01,22500,PE,107.22,118.16,98.46,109.4,100000
2024-01-30,2024-02-08,22300,CE,148.83,164.01,136.68,151.87,100000
2024-01-30,2024-02-08,22300,PE,35.15,38.73,32.28,35.87,100000
2024-01-30,2024-02-08,22350,CE,99.83,110.01,91.68,101.87,100000
2024-01-30,2024-02-08,22350,PE,35.15,38.73,32.28,35.87,100000
2024-01-30,2024-02-08,22400,CE,50.83,56.01,46.68,51.87,100000
2024-01-30,2024-02-08,22400,PE,35.15,38.73,32.28,35.87,100000
2024-01-30,2024-02-08,22450,CE,35.15,38.73,32.28,35.87,100000
2024-01-30,2024-02-08,22450,PE,68.47,75.45,62.88,69.87,100000
2024-01-30,2024-02-08,22500,CE,35.15,38.73,32.28,35.87,100000
2024-01-30,2024-02-08,22500,PE,117.47,129.45,107.88,119.87,100000
2024-01-30,2024-02-15,22300,CE,159.08,175.31,146.09,162.33,100000
2024-01-30,2024-02-15,22300,PE,45.4,50.03,41.69,46.33,100000
2024-01-30,2024-02-15,22350,CE,110.08,121.31,101.09,112.33,100000
2024-01-30,2024-02-15,22350,PE,45.4,50.03,41.69,46.33,100000
2024-01-30,2024-02-15,22400,CE,61.08,67.31,56.09,62.33,100000
2024-01-30,2024-02-15,22400,PE,45.4,50.03,41.69,46.33,100000
2024-01-30,2024-02-15,22450,CE,45.4,50.03,41.69,46.33,100000
2024-01-30,2024-02-15,22450,PE,78.72,86.75,72.29,80.33,100000
2024-01-30,2024-02-15,22500,CE,45.4,50.03,41.69,46.33,100000
2024-01-30,2024-02-15,22500,PE,127.72,140.75,117.29,130.33,100000
2024-01-30,2024-02-29,22300,CE,179.58,197.91,164.92,183.25,100000
2024-01-30,2024-02-29,22300,PE,65.9,72.63,60.52,67.25,100000
2024-01-30,2024-02-29,22350,CE,130.58,143.91,119.92,133.25,100000
2024-01-30,2024-02-29,22350,PE,65.9,72.63,60.52,67.25,100000
2024-01-30,2024-02-29,22400,CE,81.58,89.91,74.92,83.25,100000
2024-01-30,2024-02-29,22400,PE,65.9,72.63,60.52,67.25,100000
2024-01-30,2024-02-29,22450,CE,65.9,72.63,60.52,67.25,100000
2024-01-30,2024-02-29,22450,PE,99.22,109.35,91.12,101.25,100000
2024-01-30,2024-02-29,22500,CE,65.9,72.63,60.52,67.25,100000
2024-01-30,2024-02-29,22500,PE,148.22,163.35,136.12,151.25,100000
2024-01-31,2024-02-01,22300,CE,136.13,150.02,125.02,138.91,100000
2024-01-31,2024-02-01,22300,PE,23.43,25.82,21.52,23.91,100000
2024-01-31,2024-02-01,22350,CE,87.13,96.02,80.02,88.91,100000
2024-01-31,2024-02-01,22350,PE,23.43,25.82,21.52,23.91,100000
2024-01-31,2024-02-01,22400,CE,38.13,42.02,35.02,38.91,100000
2024-01-31,2024-02-01,22400,PE,23.43,25.82,21.52,23.91,100000
2024-01-31,2024-02-01,22450,CE,23.43,25.82,21.52,23.91,100000
2024-01-31,2024-02-01,22450,PE,57.73,63.62,53.02,58.91,100000
2024-01-31,2024-02-01,22500,CE,23.43,25.82,21.52,23.91,100000
2024-01-31,2024-02-01,22500,PE,106.73,117.62,98.02,108.91,100000
2024-01-31,2024-02-08,22300,CE,146.38,161.32,134.43,149.37,100000
2024-01-31,2024-02-08,22300,PE,33.68,37.12,30.93,34.37,100000
2024-01-31,2024-02-08,22350,CE,97.38,107.32,89.43,99.37,100000
2024-01-31,2024-02-08,22350,PE,33.68,37.12,30.93,34.37,100000
2024-01-31,2024-02-08,22400,CE,48.38,53.32,44.43,49.37,100000
2024-01-31,2024-02-08,22400,PE,33.68,37.12,30.93,34.37,100000
2024-01-31,2024-02-08,22450,CE,33.68,37.12,30.93,34.37,100000
2024-01-31,2024-02-08,22450,PE,67.98,74.92,62.43,69.37,100000
2024-01-31,2024-02-08,22500,CE,33.68,37.12,30.93,34.37,100000
2024-01-31,2024-02-08,22500,PE,116.98,128.92,107.43,119.37,100000
2024-01-31,2024-02-15,22300,CE,156.63,172.62,143.85,159.83,100000
2024-01-31,2024-02-15,22300,PE,43.93,48.42,40.35,44.83,100000
2024-01-31,2024-02-15,22350,CE,107.63,118.62,98.85,109.83,100000
2024-01-31,2024-02-15,22350,PE,43.93,48.42,40.35,44.83,100000
2024-01-31,2024-02-15,22400,CE,58.63,64.62,53.85,59.83,100000
2024-01-31,2024-02-15,22400,PE,43.93,48.42,40.35,44.83,100000
2024-01-31,2024-02-15,22450,CE,43.93,48.42,40.35,44.83,100000
2024-01-31,2024-02-15,22450,PE,78.23,86.22,71.85,79.83,100000
2024-01-31,2024-02-15,22500,CE,43.93,48.42,40.35,44.83,100000
2024-01-31,2024-02-15,22500,PE,127.23,140.22,116.85,129.83,100000
2024-01-31,2024-02-29,22300,CE,177.14,195.21,162.68,180.75,100000
2024-01-31,2024-02-29,22300,PE,64.44,71.01,59.18,65.75,100000
2024-01-31,2024-02-29,22350,CE,128.14,141.21,117.68,130.75,100000
2024-01-31,2024-02-29,22350,PE,64.44,71.01,59.18,65.75,100000
2024-01-31,2024-02-29,22400,CE,79.14,87.21,72.68,80.75,100000
2024-01-31,2024-02-29,22400,PE,64.44,71.01,59.18,65.75,100000
2024-01-31,2024-02-29,22450,CE,64.44,71.01,59.18,65.75,100000
2024-01-31,2024-02-29,22450,PE,98.74,108.81,90.68,100.75,100000
2024-01-31,2024-02-29,22500,CE,64.44,71.01,59.18,65.75,100000
2024-01-31,2024-02-29,22500,PE,147.74,162.81,135.68,150.75,100000
2024-02-01,2024-02-01,22350,CE,102.34,112.79,93.99,104.43,100000
2024-02-01,2024-02-01,22350,PE,21.98,24.23,20.19,22.43,100000
2024-02-01,2024-02-01,22400,CE,53.34,58.79,48.99,54.43,100000
2024-02-01,2024-02-01,22400,PE,21.98,24.23,20.19,22.43,100000
2024-02-01,2024-02-01,22450,CE,21.98,24.23,20.19,22.43,100000
2024-02-01,2024-02-01,22450,PE,39.62,43.67,36.39,40.43,100000
2024-02-01,2024-02-01,22500,CE,21.98,24.23,20.19,22.43,100000
2024-02-01,2024-02-01,22500,PE,88.62,97.67,81.39,90.43,100000
2024-02-01,2024-02-01,22550,CE,21.98,24.23,20.19,22.43,100000
2024-02-01,2024-02-01,22550,PE,137.62,151.67,126.39,140.43,100000
2024-02-01,2024-02-08,22350,CE,112.6,124.09,103.41,114.9,100000
2024-02-01,2024-02-08,22350,PE,32.24,35.53,29.61,32.9,100000
2024-02-01,2024-02-08,22400,CE,63.6,70.09,58.41,64.9,100000
2024-02-01,2024-02-08,22400,PE,32.24,35.53,29.61,32.9,100000
2024-02-01,2024-02-08,22450,CE,32.24,35.53,29.61,32.9,100000
2024-02-01,2024-02-08,22450,PE,49.88,54.97,45.81,50.9,100000
2024-02-01,2024-02-08,22500,CE,32.24,35.53,29.61,32.9,100000
2024-02-01,2024-02-08,22500,PE,98.88,108.97,90.81,100.9,100000
2024-02-01,2024-02-08,22550,CE,32.24,35.53,29.61,32.9,100000
2024-02-01,2024-02-08,22550,PE,147.88,162.97,135.81,150.9,100000
2024-02-01,2024-02-15,22350,CE,122.86,135.4,112.83,125.37,100000
2024-02-01,2024-02-15,22350,PE,42.5,46.84,39.03,43.37,100000
2024-02-01,2024-02-15,22400,CE,73.86,81.4,67.83,75.37,100000
2024-02-01,2024-02-15,22400,PE,42.5,46.84,39.03,43.37,100000
2024-02-01,2024-02-15,22450,CE,42.5,46.84,39.03,43.37,100000
2024-02-01,2024-02-15,22450,PE,60.14,66.28,55.23,61.37,100000
2024-02-01,2024-02-15,22500,CE,42.5,46.84,39.03,43.37,100000
2024-02-01,2024-02-15,22500,PE,109.14,120.28,100.23,111.37,100000
2024-02-01,2024-02-15,22550,CE,42.5,46.84,39.03,43.37,100000
2024-02-01,2024-02-15,22550,PE,158.14,174.28,145.23,161.37,100000
2024-02-01,2024-02-29,22350,CE,143.38,158.01,131.67,146.31,100000
2024-02-01,2024-02-29,22350,PE,63.02,69.45,57.87,64.31,100000
2024-02-01,2024-02-29,22400,CE,94.38,104.01,86.67,96.31,100000
2024-02-01,2024-02-29,22400,PE,63.02,69.45,57.87,64.31,100000
2024-02-01,2024-02-29,22450,CE,63.02,69.45,57.87,64.31,100000
2024-02-01,2024-02-29,22450,PE,80.66,88.89,74.07,82.31,100000
2024-02-01,2024-02-29,22500,CE,63.02,69.45,57.87,64.31,100000
2024-02-01,2024-02-29,22500,PE,129.66,142.89,119.07,132.31,100000
2024-02-01,2024-02-29,22550,CE,63.02,69.45,57.87,64.31,100000
2024-02-01,2024-02-29,22550,PE,178.66,196.89,164.07,182.31,100000
2024-02-02,2024-02-08,22350,CE,145.48,160.33,133.61,148.45,100000
2024-02-02,2024-02-08,22350,PE,30.82,33.97,28.31,31.45,100000
2024-02-02,2024-02-08,22400,CE,96.48,106.33,88.61,98.45,100000
2024-02-02,2024-02-08,22400,PE,30.82,33.97,28.31,31.45,100000
2024-02-02,2024-02-08,22450,CE,47.48,52.33,43.61,48.45,100000
2024-02-02,2024-02-08,22450,PE,30.82,33.97,28.31,31.45,100000
2024-02-02,2024-02-08,22500,CE,30.82,33.97,28.31,31.45,100000
2024-02-02,2024-02-08,22500,PE,63.16,69.61,58.01,64.45,100000
2024-02-02,2024-02-08,22550,CE,30.82,33.97,28.31,31.45,100000
2024-02-02,2024-02-08,22550,PE,112.16,123.61,103.01,114.45,100000
2024-02-02,2024-02-15,22350,CE,155.76,171.65,143.04,158.94,100000
2024-02-02,2024-02-15,22350,PE,41.1,45.29,37.74,41.94,100000
2024-02-02,2024-02-15,22400,CE,106.76,117.65,98.04,108.94,100000
2024-02-02,2024-02-15,22400,PE,41.1,45.29,37.74,41.94,100000
2024-02-02,2024-02-15,22450,CE,57.76,63.65,53.04,58.94,100000
2024-02-02,2024-02-15,22450,PE,41.1,45.29,37.74,41.94,100000
2024-02-02,2024-02-15,22500,CE,41.1,45.29,37.74,41.94,100000
2024-02-02,2024-02-15,22500,PE,73.44,80.93,67.44,74.94,100000
2024-02-02,2024-02-15,22550,CE,41.1,45.29,37.74,41.94,100000
2024-02-02,2024-02-15,22550,PE,122.44,134.93,112.44,124.94,100000
2024-02-02,2024-02-29,22350,CE,176.31,194.3,161.92,179.91,100000
2024-02-02,2024-02-29,22350,PE,61.65,67.94,56.62,62.91,100000
2024-02-02,2024-02-29,22400,CE,127.31,140.3,116.92,129.91,100000
2024-02-02,2024-02-29,22400,PE,61.65,67.94,56.62,62.91,100000
2024-02-02,2024-02-29,22450,CE,78.31,86.3,71.92,79.91,100000
2024-02-02,2024-02-29,22450,PE,61.65,67.94,56.62,62.91,100000
2024-02-02,2024-02-29,22500,CE,61.65,67.94,56.62,62.91,100000
2024-02-02,2024-02-29,22500,PE,93.99,103.58,86.32,95.91,100000
2024-02-02,2024-02-29,22550,CE,61.65,67.94,56.62,62.91,100000
2024-02-02,2024-02-29,22550,PE,142.99,157.58,131.32,145.91,100000
2024-02-02,2024-03-07,22350,CE,186.58,205.62,171.35,190.39,100000
2024-02-02,2024-03-07,22350,PE,71.92,79.26,66.05,73.39,100000
2024-02-02,2024-03-07,22400,CE,137.58,151.62,126.35,140.39,100000
2024-02-02,2024-03-07,22400,PE,71.92,79.26,66.05,73.39,100000
2024-02-02,2024-03-07,22450,CE,88.58,97.62,81.35,90.39,100000
2024-02-02,2024-03-07,22450,PE,71.92,79.26,66.05,73.39,100000
2024-02-02,2024-03-07,22500,CE,71.92,79.26,66.05,73.39,100000
2024-02-02,2024-03-07,22500,PE,104.26,114.9,95.75,106.39,100000
2024-02-02,2024-03-07,22550,CE,71.92,79.26,66.05,73.39,100000
2024-02-02,2024-03-07,22550,PE,153.26,168.9,140.75,156.39,100000
2024-02-05,2024-02-08,22400,CE,144.08,158.79,132.32,147.02,100000
2024-02-05,2024-02-08,22400,PE,26.48,29.19,24.32,27.02,100000
2024-02-05,2024-02-08,22450,CE,95.08,104.79,87.32,97.02,100000
2024-02-05,2024-02-08,22450,PE,26.48,29.19,24.32,27.02,100000
2024-02-05,2024-02-08,22500,CE,46.08,50.79,42.32,47.02,100000
2024-02-05,2024-02-08,22500,PE,26.48,29.19,24.32,27.02,100000
2024-02-05,2024-02-08,22550,CE,26.48,29.19,24.32,27.02,100000
2024-02-05,2024-02-08,22550,PE,55.88,61.59,51.32,57.02,100000
2024-02-05,2024-02-08,22600,CE,26.48,29.19,24.32,27.02,100000
2024-02-05,2024-02-08,22600,PE,104.88,115.59,96.32,107.02,100000
2024-02-05,2024-02-15,22400,CE,154.38,170.14,141.78,157.53,100000
2024-02-05,2024-02-15,22400,PE,36.78,40.54,33.78,37.53,100000
2024-02-05,2024-02-15,22450,CE,105.38,116.14,96.78,107.53,100000
2024-02-05,2024-02-15,22450,PE,36.78,40.54,33.78,37.53,100000
2024-02-05,2024-02-15,22500,CE,56.38,62.14,51.78,57.53,100000
2024-02-05,2024-02-15,22500,PE,36.78,40.54,33.78,37.53,100000
2024-02-05,2024-02-15,22550,CE,36.78,40.54,33.78,37.53,100000
2024-02-05,2024-02-15,22550,PE,66.18,72.94,60.78,67.53,100000
2024-02-05,2024-02-15,22600,CE,36.78,40.54,33.78,37.53,100000
2024-02-05,2024-02-15,22600,PE,115.18,126.94,105.78,117.53,100000
2024-02-05,2024-02-29,22400,CE,174.98,192.84,160.7,178.55,100000
2024-02-05,2024-02-29,22400,PE,57.38,63.24,52.7,58.55,100000
2024-02-05,2024-02-29,22450,CE,125.98,138.84,115.7,128.55,100000
2024-02-05,2024-02-29,22450,PE,57.38,63.24,52.7,58.55,100000
2024-02-05,2024-02-29,22500,CE,76.98,84.84,70.7,78.55,100000
2024-02-05,2024-02-29,22500,PE,57.38,63.24,52.7,58.55,100000
2024-02-05,2024-02-29,22550,CE,57.38,63.24,52.7,58.55,100000
2024-02-05,2024-02-29,22550,PE,86.78,95.64,79.7,88.55,100000
2024-02-05,2024-02-29,22600,CE,57.38,63.24,52.7,58.55,100000
2024-02-05,2024-02-29,22600,PE,135.78,149.64,124.7,138.55,100000
2024-02-05,2024-03-07,22400,CE,185.28,204.19,170.16,189.06,100000
2024-02-05,2024-03-07,22400,PE,67.68,74.59,62.16,69.06,100000
2024-02-05,2024-03-07,22450,CE,136.28,150.19,125.16,139.06,100000
2024-02-05,2024-03-07,22450,PE,67.68,74.59,62.16,69.06,100000
2024-02-05,2024-03-07,22500,CE,87.28,96.19,80.16,89.06,100000
2024-02-05,2024-03-07,22500,PE,67.68,74.59,62.16,69.06,100000
2024-02-05,2024-03-07,22550,CE,67.68,74.59,62.16,69.06,100000
2024-02-05,2024-03-07,22550,PE,97.08,106.99,89.16,99.06,100000
2024-02-05,2024-03-07,22600,CE,67.68,74.59,62.16,69.06,100000
2024-02-05,2024-03-07,22600,PE,146.08,160.99,134.16,149.06,100000
2024-02-06,2024-02-08,22500,CE,114.27,125.93,104.94,116.6,100000
2024-02-06,2024-02-08,22500,PE,25.09,27.65,23.04,25.6,100000
2024-02-06,2024-02-08,22550,CE,65.27,71.93,59.94,66.6,100000
2024-02-06,2024-02-08,22550,PE,25.09,27.65,23.04,25.6,100000
2024-02-06,2024-02-08,22600,CE,25.09,27.65,23.04,25.6,100000
2024-02-06,2024-02-08,22600,PE,33.91,37.37,31.14,34.6,100000
2024-02-06,2024-02-08,22650,CE,25.09,27.65,23.04,25.6,100000
2024-02-06,2024-02-08,22650,PE,82.91,91.37,76.14,84.6,100000
2024-02-06,2024-02-08,22700,CE,25.09,27.65,23.04,25.6,100000
2024-02-06,2024-02-08,22700,PE,131.91,145.37,121.14,134.6,100000
2024-02-06,2024-02-15,22500,CE,124.6,137.32,114.43,127.15,100000
2024-02-06,2024-02-15,22500,PE,35.42,39.04,32.53,36.15,100000
2024-02-06,2024-02-15,22550,CE,75.6,83.32,69.43,77.15,100000
2024-02-06,2024-02-15,22550,PE,35.42,39.04,32.53,36.15,100000
2024-02-06,2024-02-15,22600,CE,35.42,39.04,32.53,36.15,100000
2024-02-06,2024-02-15,22600,PE,44.24,48.76,40.63,45.15,100000
2024-02-06,2024-02-15,22650,CE,35.42,39.04,32.53,36.15,100000
2024-02-06,2024-02-15,22650,PE,93.24,102.76,85.63,95.15,100000
2024-02-06,2024-02-15,22700,CE,35.42,39.04,32.53,36.15,100000
2024-02-06,2024-02-15,22700,PE,142.24,156.76,130.63,145.15,100000
2024-02-06,2024-02-29,22500,CE,145.27,160.09,133.41,148.23,100000
2024-02-06,2024-02-29,22500,PE,56.09,61.81,51.51,57.23,100000
2024-02-06,2024-02-29,22550,CE,96.27,106.09,88.41,98.23,100000
2024-02-06,2024-02-29,22550,PE,56.09,61.81,51.51,57.23,100000
2024-02-06,2024-02-29,22600,CE,56.09,61.81,51.51,57.23,100000
2024-02-06,2024-02-29,22600,PE,64.91,71.53,59.61,66.23,100000
2024-02-06,2024-02-29,22650,CE,56.09,61.81,51.51,57.23,100000
2024-02-06,2024-02-29,22650,PE,113.91,125.53,104.61,116.23,100000
2024-02-06,2024-02-29,22700,CE,56.09,61.81,51.51,57.23,100000
2024-02-06,2024-02-29,22700,PE,162.91,179.53,149.61,166.23,100000
2024-02-06,2024-03-07,22500,CE,155.6,171.47,142.9,158.77,100000
2024-02-06,2024-03-07,22500,PE,66.42,73.19,61.0,67.77,100000
2024-02-06,2024-03-07,22550,CE,106.6,117.47,97.9,108.77,100000
2024-02-06,2024-03-07,22550,PE,66.42,73.19,61.0,67.77,100000
2024-02-06,2024-03-07,22600,CE,66.42,73.19,61.0,67.77,100000
2024-02-06,2024-03-07,22600,PE,75.24,82.91,69.1,76.77,100000
2024-02-06,2024-03-07,22650,CE,66.42,73.19,61.0,67.77,100000
2024-02-06,2024-03-07,22650,PE,124.24,136.91,114.1,126.77,100000
2024-02-06,2024-03-07,22700,CE,66.42,73.19,61.0,67.77,100000
2024-02-06,2024-03-07,22700,PE,173.24,190.91,159.1,176.77,100000
2024-02-07,2024-02-08,22600,CE,102.11,112.53,93.77,104.19,100000
2024-02-07,2024-02-08,22600,PE,23.71,26.13,21.77,24.19,100000
2024-02-07,2024-02-08,22650,CE,53.11,58.53,48.77,54.19,100000
2024-02-07,2024-02-08,22650,PE,23.71,26.13,21.77,24.19,100000
2024-02-07,2024-02-08,22700,CE,23.71,26.13,21.77,24.19,100000
2024-02-07,2024-02-08,22700,PE,43.31,47.73,39.77,44.19,100000
2024-02-07,2024-02-08,22750,CE,23.71,26.13,21.77,24.19,100000
2024-02-07,2024-02-08,22750,PE,92.31,101.73,84.77,94.19,100000
2024-02-07,2024-02-08,22800,CE,23.71,26.13,21.77,24.19,100000
2024-02-07,2024-02-08,22800,PE,141.31,155.73,129.77,144.19,100000
2024-02-07,2024-02-15,22600,CE,112.48,123.96,103.3,114.78,100000
2024-02-07,2024-02-15,22600,PE,34.08,37.56,31.3,34.78,100000
2024-02-07,2024-02-15,22650,CE,63.48,69.96,58.3,64.78,100000
2024-02-07,2024-02-15,22650,PE,34.08,37.56,31.3,34.78,100000
2024-02-07,2024-02-15,22700,CE,34.08,37.56,31.3,34.78,100000
2024-02-07,2024-02-15,22700,PE,53.68,59.16,49.3,54.78,100000
2024-02-07,2024-02-15,22750,CE,34.08,37.56,31.3,34.78,100000
2024-02-07,2024-02-15,22750,PE,102.68,113.16,94.3,104.78,100000
2024-02-07,2024-02-15,22800,CE,34.08,37.56,31.3,34.78,100000
2024-02-07,2024-02-15,22800,PE,151.68,167.16,139.3,154.78,100000
2024-02-07,2024-02-29,22600,CE,133.23,146.82,122.35,135.94,100000
2024-02-07,2024-02-29,22600,PE,54.83,60.42,50.35,55.94,100000
2024-02-07,2024-02-29,22650,CE,84.23,92.82,77.35,85.94,100000
2024-02-07,2024-02-29,22650,PE,54.83,60.42,50.35,55.94,100000
2024-02-07,2024-02-29,22700,CE,54.83,60.42,50.35,55.94,100000
2024-02-07,2024-02-29,22700,PE,74.43,82.02,68.35,75.94,100000
2024-02-07,2024-02-29,22750,CE,54.83,60.42,50.35,55.94,100000
2024-02-07,2024-02-29,22750,PE,123.43,136.02,113.35,125.94,100000
2024-02-07,2024-02-29,22800,CE,54.83,60.42,50.35,55.94,100000
2024-02-07,2024-02-29,22800,PE,172.43,190.02,158.35,175.94,100000
2024-02-07,2024-03-07,22600,CE,143.6,158.25,131.88,146.53,100000
2024-02-07,2024-03-07,22600,PE,65.2,71.85,59.88,66.53,100000
2024-02-07,2024-03-07,22650,CE,94.6,104.25,86.88,96.53,100000
2024-02-07,2024-03-07,22650,PE,65.2,71.85,59.88,66.53,100000
2024-02-07,2024-03-07,22700,CE,65.2,71.85,59.88,66.53,100000
2024-02-07,2024-03-07,22700,PE,84.8,93.45,77.88,86.53,100000
2024-02-07,2024-03-07,22750,CE,65.2,71.85,59.88,66.53,100000
2024-02-07,2024-03-07,22750,PE,133.8,147.45,122.88,136.53,100000
2024-02-07,2024-03-07,22800,CE,65.2,71.85,59.88,66.53,100000
2024-02-07,2024-03-07,22800,PE,182.8,201.45,167.88,186.53,100000
2024-02-08,2024-02-08,22550,CE,130.99,144.35,120.29,133.66,100000
2024-02-08,2024-02-08,22550,PE,22.21,24.47,20.39,22.66,100000
2024-02-08,2024-02-08,22600,CE,81.99,90.35,75.29,83.66,100000
2024-02-08,2024-02-08,22600,PE,22.21,24.47,20.39,22.66,100000
2024-02-08,2024-02-08,22650,CE,32.99,36.35,30.29,33.66,100000
2024-02-08,2024-02-08,22650,PE,22.21,24.47,20.39,22.66,100000
2024-02-08,2024-02-08,22700,CE,22.21,24.47,20.39,22.66,100000
2024-02-08,2024-02-08,22700,PE,60.43,66.59,55.49,61.66,100000
2024-02-08,2024-02-08,22750,CE,22.21,24.47,20.39,22.66,100000
2024-02-08,2024-02-08,22750,PE,109.43,120.59,100.49,111.66,100000
2024-02-08,2024-02-15,22550,CE,141.35,155.78,129.81,144.24,100000
2024-02-08,2024-02-15,22550,PE,32.57,35.9,29.91,33.24,100000
2024-02-08,2024-02-15,22600,CE,92.35,101.78,84.81,94.24,100000
2024-02-08,2024-02-15,22600,PE,32.57,35.9,29.91,33.24,100000
2024-02-08,2024-02-15,22650,CE,43.35,47.78,39.81,44.24,100000
2024-02-08,2024-02-15,22650,PE,32.57,35.9,29.91,33.24,100000
2024-02-08,2024-02-15,22700,CE,32.57,35.9,29.91,33.24,100000
2024-02-08,2024-02-15,22700,PE,70.79,78.02,65.01,72.24,100000
2024-02-08,2024-02-15,22750,CE,32.57,35.9,29.91,33.24,100000
2024-02-08,2024-02-15,22750,PE,119.79,132.02,110.01,122.24,100000
2024-02-08,2024-02-29,22550,CE,162.08,178.62,148.85,165.39,100000
2024-02-08,2024-02-29,22550,PE,53.3,58.74,48.95,54.39,100000
2024-02-08,2024-02-29,22600,CE,113.08,124.62,103.85,115.39,100000
2024-02-08,2024-02-29,22600,PE,53.3,58.74,48.95,54.39,100000
2024-02-08,2024-02-29,22650,CE,64.08,70.62,58.85,65.39,100000
2024-02-08,2024-02-29,22650,PE,53.3,58.74,48.95,54.39,100000
2024-02-08,2024-02-29,22700,CE,53.3,58.74,48.95,54.39,100000
2024-02-08,2024-02-29,22700,PE,91.52,100.86,84.05,93.39,100000
2024-02-08,2024-02-29,22750,CE,53.3,58.74,48.95,54.39,100000
2024-02-08,2024-02-29,22750,PE,140.52,154.86,129.05,143.39,100000
2024-02-08,2024-03-07,22550,CE,172.44,190.04,158.37,175.96,100000
2024-02-08,2024-03-07,22550,PE,63.66,70.16,58.47,64.96,100000
2024-02-08,2024-03-07,22600,CE,123.44,136.04,113.37,125.96,100000
2024-02-08,2024-03-07,22600,PE,63.66,70.16,58.47,64.96,100000
2024-02-08,2024-03-07,22650,CE,74.44,82.04,68.37,75.96,100000
2024-02-08,2024-03-07,22650,PE,63.66,70.16,58.47,64.96,100000
2024-02-08,2024-03-07,22700,CE,63.66,70.16,58.47,64.96,100000
2024-02-08,2024-03-07,22700,PE,101.88,112.28,93.57,103.96,100000
2024-02-08,2024-03-07,22750,CE,63.66,70.16,58.47,64.96,100000
2024-02-08,2024-03-07,22750,PE,150.88,166.28,138.57,153.96,100000
2024-02-09,2024-02-15,22550,CE,138.89,153.06,127.55,141.72,100000
2024-02-09,2024-02-15,22550,PE,31.09,34.26,28.55,31.72,100000
2024-02-09,2024-02-15,22600,CE,89.89,99.06,82.55,91.72,100000
2024-02-09,2024-02-15,22600,PE,31.09,34.26,28.55,31.72,100000
2024-02-09,2024-02-15,22650,CE,40.89,45.06,37.55,41.72,100000
2024-02-09,2024-02-15,22650,PE,31.09,34.26,28.55,31.72,100000
2024-02-09,2024-02-15,22700,CE,31.09,34.26,28.55,31.72,100000
2024-02-09,2024-02-15,22700,PE,70.29,77.46,64.55,71.72,100000
2024-02-09,2024-02-15,22750,CE,31.09,34.26,28.55,31.72,100000
2024-02-09,2024-02-15,22750,PE,119.29,131.46,109.55,121.72,100000
2024-02-09,2024-02-29,22550,CE,159.62,175.9,146.59,162.87,100000
2024-02-09,2024-02-29,22550,PE,51.82,57.1,47.59,52.87,100000
2024-02-09,2024-02-29,22600,CE,110.62,121.9,101.59,112.87,100000
2024-02-09,2024-02-29,22600,PE,51.82,57.1,47.59,52.87,100000
2024-02-09,2024-02-29,22650,CE,61.62,67.9,56.59,62.87,100000
2024-02-09,2024-02-29,22650,PE,51.82,57.1,47.59,52.87,100000
2024-02-09,2024-02-29,22700,CE,51.82,57.1,47.59,52.87,100000
2024-02-09,2024-02-29,22700,PE,91.02,100.3,83.59,92.87,100000
2024-02-09,2024-02-29,22750,CE,51.82,57.1,47.59,52.87,100000
2024-02-09,2024-02-29,22750,PE,140.02,154.3,128.59,142.87,100000
